General,number_of_battles,WAR,aWAR
John II Komnenos,1,0.9515662103580564,0.9515662103580564
John II of Aragon and Navarre,1,-1.0429387444489548,-1.0429387444489548
John II of France,1,-1.0449521268174906,-1.0449521268174906
John II of Portugal,1,-0.08553219686340627,-0.08553219686340627
John III Sobieski,2,1.865154729996295,0.9325773649981475
"John III, Lord of Renesse",1,0.9446591475896345,0.9446591475896345
"John IV, Duke of Brittany",1,0.9504588257364074,0.9504588257364074
John Irvin Gregg,1,-1.0522313055251007,-1.0522313055251007
John J. Peck,1,-0.05381373567892908,-0.05381373567892908
John J. Pershing,3,2.1544703697028416,0.7181567899009472
John J. Yeosock,1,0.6488159898136543,0.6488159898136543
"John Jellicoe, 1st Earl Jellicoe",1,0.9298478192090094,0.9298478192090094
"John Jervis, 1st Earl of St Vincent",1,0.948402211824407,0.948402211824407
John Joseph Scanlan (soldier),1,-1.0489176967829843,-1.0489176967829843
John K. Cannon,1,0.7690069402594377,0.7690069402594377
John K. Lawson,1,-1.0531459293538366,-1.0531459293538366
John Kantakouzenos (sebastos),1,-1.058719269155797,-1.058719269155797
"John Keane, 1st Baron Keane",1,-1.043860250011349,-1.043860250011349
John Kelly of Killanne,2,-0.10050653566563073,-0.05025326783281536
John Kingston (sailor),1,-1.0491526356603855,-1.0491526356603855
John Knox (British Army officer),1,0.9501739883087182,0.9501739883087182
John Lacey (general),1,-1.0485600675682192,-1.0485600675682192
John Lambert (British Army officer),1,-1.043860250011349,-1.043860250011349
John Lambert (general),1,0.9488447469795025,0.9488447469795025
John Lawson (naval officer),1,0.9371832767546316,0.9371832767546316
John Leach (Royal Navy officer),2,-2.0971546113136146,-1.0485773056568073
"John Ligonier, 1st Earl Ligonier",1,-1.0758095148171427,-1.0758095148171427
John Lilburne,1,-1.0480220413159174,-1.0480220413159174
John Littlehales,1,-1.0480853385220705,-1.0480853385220705
John Lorimer Worden,1,0.9507035318387198,0.9507035318387198
John Luce (Royal Navy officer),2,-0.09859293632256039,-0.049296468161280194
John M. Corse,1,0.9509256426317867,0.9509256426317867
John Maitland (British Army officer),1,0.9537299421496938,0.9537299421496938
John Major,1,0.6488159898136543,0.6488159898136543
John Marston (sailor),1,0.9507035318387198,0.9507035318387198
John Maxwell (British Army officer),2,1.8990187352882208,0.9495093676441104
John McCausland,1,-0.04843315666988205,-0.04843315666988205
John McNeil,3,2.8531168338924027,0.9510389446308009
"John Middleton, 1st Earl of Middleton",1,-1.0449521268174906,-1.0449521268174906
John Monash,1,0.9493511246287275,0.9493511246287275
John Moore (British Army officer),2,1.8992249849087677,0.9496124924543838
John Moore (British Major),1,-1.0488132563928316,-1.0488132563928316
John Murphy (priest),1,-1.0541302217096948,-1.0541302217096948
"John Neville, 1st Marquess of Montagu",4,1.80800678054556,0.45200169513639
"John Neville, Baron Neville",1,-0.04843315666988205,-0.04843315666988205
John Newton (engineer),1,-1.0484556271780665,-1.0484556271780665
John Norreys,1,0.9255747534024966,0.9255747534024966
John O'Neill (Fenian),2,1.9028007433558705,0.9514003716779352
John P. McCown,1,-1.046218070940553,-1.046218070940553
John P. Slough,1,0.9511550950040918,0.9511550950040918
John Palaiologos (brother of Michael VIII),3,-1.1641444294348853,-0.3880481431449618
John Parke,3,0.8476871995485867,0.2825623998495289
John Parker (captain),1,0.9503132421622552,0.9503132421622552
John Parker Boyd,1,-1.0459015849097875,-1.0459015849097875
John Peche,1,0.9503005827210246,0.9503005827210246
John Pegram (general),1,-1.0480220413159174,-1.0480220413159174
John Pitcairn,2,-0.09544275917338019,-0.047721379586690094
John Pope (military officer),4,0.7341937116066647,0.18354842790166617
John Poyer,1,-1.0558808746086075,-1.0558808746086075
John Prideaux (British Army officer),1,0.9528150642354577,0.9528150642354577
John R. Hodge,1,0.8882693206909547,0.8882693206909547
John Reese Kenly,1,-1.0487698978066167,-1.0487698978066167
John Richmond Webb,1,0.9491928816133447,0.9491928816133447
John Rodgers (1772–1838),1,-1.0494462284543629,-1.0494462284543629
John Rodgers (American Civil War naval officer),1,-1.0491526356603855,-1.0491526356603855
John S. Bowen,3,-1.1427108453216177,-0.3809036151072059
John S. Marmaduke,13,-6.6116708426553235,-0.5085900648196403
John Salmon Ford,1,-1.0484239785749898,-1.0484239785749898
John Schofield,6,3.677434071957191,0.6129056786595318
John Sedgwick,2,-0.11272289645318545,-0.056361448226592725
John Selden Roane,1,-1.048053689918994,-1.048053689918994
John Sevier,1,0.9512816894163981,0.9512816894163981
John Stark,2,-0.09837025495796259,-0.049185127478981294
"John Stewart, 4th Earl of Atholl",1,0.9509335547825558,0.9509335547825558
"John Stewart, Earl of Buchan",3,-1.1396036709139565,-0.3798678903046522
John Stoughton Dennis,1,-1.0484084707594823,-1.0484084707594823
John Stricker,2,-0.09516467313789523,-0.047582336568947614
John Sullivan (general),4,-2.205649057981429,-0.5514122644953573
John Surman Carden,1,-1.0482896406550182,-1.0482896406550182
"John Sutton, 1st Baron Dudley",1,-1.0452686128482562,-1.0452686128482562
John T. Hughes,1,0.9518038913671615,0.9518038913671615
John T. Walker (USMC),1,0.9515662103580564,0.9515662103580564
"John Talbot, 1st Earl of Shrewsbury",3,-3.146249561074005,-1.048749853691335
"John Talbot, 2nd Earl of Shrewsbury",1,-1.0484331566698821,-1.0484331566698821
John Taylor Wood,1,0.9513113819989365,0.9513113819989365
John Todd (Virginia),1,-1.0484910736135122,-1.0484910736135122
"John Tovey, 1st Baron Tovey",1,-1.0573510882113752,-1.0573510882113752
John Urry (soldier),1,-1.044249869711985,-1.044249869711985
John VI Kantakouzenos,2,-0.09164492680419234,-0.04582246340209617
"John VIII, Count of Harcourt",1,-1.043686182694428,-1.043686182694428
"John VIII, Count of Nassau-Siegen",1,-1.0620975607408956,-1.0620975607408956
"John Vereker, 6th Viscount Gort",2,-2.0315418610949623,-1.0157709305474811
John Vincent (British Army officer),2,-0.09733349635693056,-0.04866674817846528
John W. Geary,1,0.9515348782410106,0.9515348782410106
"John Wemyss, 1st Earl of Wemyss",1,-1.038607436607625,-1.038607436607625
"John Wenlock, 1st Baron Wenlock",1,-1.046534556971319,-1.046534556971319
John William Pearson,1,0.951566843330118,0.951566843330118
"John de Bermingham, 1st Earl of Louth",1,0.9578962474594004,0.9578962474594004
"John de Mowbray, 3rd Duke of Norfolk",1,0.9428631609980315,0.9428631609980315
John de Robeck,2,-0.2516289318422653,-0.12581446592113266
"John de Vere, 13th Earl of Oxford",4,1.8205079787608036,0.4551269946902009
"John de Warenne, 6th Earl of Surrey",2,-0.07434637169621339,-0.03717318584810669
"John de la Pole, 1st Earl of Lincoln",3,-3.1540037853137943,-1.051334595104598
John of Austria,3,0.8755776246236688,0.29185920820788963
John of Austria the Younger,1,-0.9653544574200843,-0.9653544574200843
John of Capistrano,1,0.9313114208750848,0.9313114208750848
"John of Islay, Earl of Ross",1,-1.0484337896419436,-1.0484337896419436
John of Katavas,1,0.9516614726533169,0.9516614726533169
"John of Lancaster, 1st Duke of Bedford",1,0.9487181525671963,0.9487181525671963
John of Montfort,1,-1.0484331566698821,-1.0484331566698821
John the Armenian,2,1.8958538749805642,0.9479269374902821
John the Fearless,1,-1.0440026687251935,-1.0440026687251935
"John, King of Denmark",1,-1.0252900739912132,-1.0252900739912132
Johnson Hagood (governor),1,-1.047610609475922,-1.047610609475922
Jonathan Eddy,1,-1.0485600675682192,-1.0485600675682192
Jonathan M. Wainwright (general),3,-3.1786132184299056,-1.0595377394766352
Jonathan Uchendu,1,0.9517880670656231,0.9517880670656231
Jondab-e-asadi,1,0.9452368062287739,0.9452368062287739
Joos de Moor,2,1.89320861112645,0.946604305563225
Jorge de Meneses Baroche,1,-1.0484331566698821,-1.0484331566698821
Jorģis Zemitāns,1,0.9496852640236177,0.9496852640236177
"Joscelin I, Count of Edessa",2,-0.14195309367025577,-0.07097654683512788
"Joscelin III, Count of Edessa",2,-2.104296670783026,-1.052148335391513
Josef Philipp Vukassovich,1,-1.0395718642944742,-1.0395718642944742
Joseph Achuzie,6,-0.28585196604383833,-0.047641994340639725
Joseph Alfred Micheler,2,0.9031324207161129,0.45156621035805644
Joseph Anthelme Fournier,1,-1.0500470314343944,-1.0500470314343944
Joseph B. Plummer,1,0.9506170687517902,0.9506170687517902
Joseph Bonaparte,3,-3.2644190365478414,-1.0881396788492805
Joseph Bowman,1,0.951566843330118,0.951566843330118
Joseph Brant,2,-0.09631626061829346,-0.04815813030914673
Joseph C. Porter,1,-1.0476422580789986,-1.0476422580789986
Joseph Chabran,1,-1.0499842547066645,-1.0499842547066645
Joseph Coulon de Jumonville,1,-1.048422396144836,-1.048422396144836
Joseph E. Johnston,9,-2.346356916260594,-0.2607063240289549
Joseph Finnegan (brigadier general),1,0.9531489569979155,0.9531489569979155
Joseph Gallieni,1,0.6126099878940625,0.6126099878940625
Joseph Goreham,1,0.9516298240502403,0.9516298240502403
Joseph Holt (rebel),1,0.9512500408133215,0.9512500408133215
Joseph Hooker,3,-1.1974788383880117,-0.3991596127960039
Joseph J. Reynolds,2,0.900601165442049,0.4503005827210245
Joseph Joffre,8,-0.48137112588964115,-0.060171390736205144
Joseph Kabila,1,0.9578962474594004,0.9578962474594004
Joseph Kapitz,1,-1.0493781984314232,-1.0493781984314232
Joseph Kendrew,1,0.9510917977979387,0.9510917977979387
Joseph Lane,2,1.9011708402974272,0.9505854201487136
Joseph May Swing,1,0.939540057674992,0.939540057674992
"Joseph McDowell, Jr.",1,0.9512816894163981,0.9512816894163981
Joseph Metcalf III,1,0.9491444592506376,0.9491444592506376
Joseph O. Shelby,2,-2.0963444278750316,-1.0481722139375158
Joseph Plunkett,1,-1.0488290806943699,-1.0488290806943699
Joseph Radetzky von Radetz,2,1.9604412528794186,0.9802206264397093
Joseph Souham,1,0.9294125046904909,0.9294125046904909
Joseph Spencer,1,-1.0494145798512864,-1.0494145798512864
Joseph Stalin,3,0.6752477668171866,0.2250825889390622
Joseph Stilwell,1,0.7803475841998637,0.7803475841998637
Joseph T. Dickman,1,0.631120869419493,0.631120869419493
Joseph Wanton Morrison,2,1.887023914722202,0.943511957361101
Joseph Warren,2,-0.0988797974674952,-0.0494398987337476
"Joseph Wenzel I, Prince of Liechtenstein",1,0.965808398228542,0.965808398228542
Joseph Wheeler,7,-3.3355097635426185,-0.47650139479180265
Joseph Winston,1,0.9512816894163981,0.9512816894163981
Josephus,1,-1.0617258864480705,-1.0617258864480705
Joshua Barney,1,-1.0499927886265992,-1.0499927886265992
Joshua Chamberlain,1,0.9461862643210709,0.9461862643210709
Josiah,1,-1.0484331566698821,-1.0484331566698821
Josiah Harmar,1,-1.048781607789755,-1.048781607789755
Josiah Winslow,1,0.9512025679087067,0.9512025679087067
Josias von Heeringen,3,1.8641941614552315,0.6213980538184105
Josip Broz Tito,3,0.8670896921507065,0.2890298973835688
Josip Jelačić,2,-0.07359811938387928,-0.03679905969193964
Jost Maximilian von Bronckhorst-Gronsfeld,1,-0.9862824543694242,-0.9862824543694242
José Abílio Osório Soares,1,0.940489515767289,0.940489515767289
José Antonio Carrillo,2,1.9031520428500204,0.9515760214250102
José Antonio Páez,1,0.9249318016112638,0.9249318016112638
"José Carrillo de Albornoz, 1st Duke of Montemar",1,0.9471357224133679,0.9471357224133679
José E. Díaz,1,0.9517701106063138,0.9517701106063138
José Eduardo dos Santos,1,0.9578962474594004,0.9578962474594004
"José Manuel de Goyeneche, 1st Count of Guaqui",1,0.9540984150902125,0.9540984150902125
José María Cañas,1,0.9544149011209782,0.9544149011209782
José María Flores,4,-0.19350918754180757,-0.04837729688545189
José Miaja,1,0.9577495069984134,0.9577495069984134
José Moscardó Ituarte,1,-1.0500064986243296,-1.0500064986243296
José Ordóñez,1,0.9531489569979155,0.9531489569979155
José Ramón Fernández,1,0.8775087956449221,0.8775087956449221
José Solano y Bote,1,0.943039187389979,0.943039187389979
José Solchaga,1,0.9620105658593541,0.9620105658593541
José Toral y Velázquez,1,-1.0441609117405763,-1.0441609117405763
José de Córdoba y Ramos,1,-1.0432555031237087,-1.0432555031237087
José de Palafox y Melci,2,-0.08436574809658193,-0.042182874048290964
José de San Martín,3,0.8516064099120215,0.28386880330400716
"José de Urbina y Urbina, 3rd Conde de Cartaojal",1,-1.0424202385713652,-1.0424202385713652
José de Urrea,3,2.8529984537902977,0.9509994845967659
Jovan Divjak,1,-0.0705874953095092,-0.0705874953095092
Jovan Monasterlija,1,0.9444029215521864,0.9444029215521864
Jozef Tiso,1,-1.621585070284314,-1.621585070284314
João Baptista Mascarenhas de Morais,1,0.9515662103580564,0.9515662103580564
João Fernandes Pacheco,1,0.9514715810348575,0.9514715810348575
João Fernandes Vieira,1,0.9519146614779295,0.9519146614779295
Juan Adolf van Haamstede,1,-1.0484331566698821,-1.0484331566698821
Juan Almeida Bosque,1,0.8775087956449221,0.8775087956449221
Juan Almonte,1,-1.0488274448941612,-1.0488274448941612
Juan Bautista Topete,1,-0.048721138157701925,-0.048721138157701925
Juan Buendía,2,-2.093637522853893,-1.0468187614269464
Juan Cailles,1,0.9513924595271661,0.9513924595271661
Juan Carlos Carrillo,1,-1.048636423404791,-1.048636423404791
Juan Ibarrola,1,-1.0500159033097411,-1.0500159033097411
Juan José Castelli,1,-1.0541302217096948,-1.0541302217096948
Juan José Holzinger,1,0.9510917977979387,0.9510917977979387
Juan José Latorre,2,0.9021262261819124,0.4510631130909562
"Juan José Navarro, 1st Marquis of la Victoria",1,-0.05317994568543313,-0.05317994568543313
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1,-1.0421037525405996,-1.0421037525405996
Juan Manuel de Rosas,1,-1.0434994932792627,-1.0434994932792627
Juan Marina,1,-1.0484331566698821,-1.0484331566698821
Juan Martínez de Recalde,1,-1.0297352480396207,-1.0297352480396207
Juan Modesto,1,-1.0657745165825163,-1.0657745165825163
Juan O'Neylle,2,-0.08436574809658193,-0.042182874048290964
Juan Pajota,1,0.9514399324317809,0.9514399324317809
Juan Pizarro (conquistador),4,3.7867597328079667,0.9466899332019917
Juan Rodriguez de Castañeda,1,-1.0482435815374533,-1.0482435815374533
Juan Williams Rebolledo,1,0.9517103593449817,0.9517103593449817
Juan Yagüe,2,1.8491601876891595,0.9245800938445797
Juan de Lángara,2,-2.09065484899509,-1.045327424497545
"Juan de la Cerda, 4th Duke of Medinaceli",1,-1.0642550482543138,-1.0642550482543138
Juba I of Numidia,2,0.07918724626690232,0.03959362313345116
Jubal Early,10,-2.446025363479068,-0.2446025363479068
Judacilius,1,-1.0294443113099732,-1.0294443113099732
Judas Maccabeus,6,3.69873358182772,0.6164555969712867
Jugurtha,2,0.8758808027752176,0.4379404013876088
Julian (emperor),7,2.6104253381651854,0.37291790545216935
"Julian Byng, 1st Viscount Byng of Vimy",3,2.800896322330037,0.9336321074433457
Julian C. Smith,1,0.934792767213507,0.934792767213507
Julian Romero,4,-0.20245657531493166,-0.050614143828732916
Julius Caesar,17,12.73201279163247,0.7489419289195571
"Julius Francis, Duke of Saxe-Lauenburg",1,0.9230827840751775,0.9230827840751775
Julius Jacob von Haynau,1,0.951566843330118,0.951566843330118
Julius Kuperjanov,1,0.9513503668850742,0.9513503668850742
Julius White,1,-1.0528642775866321,-1.0528642775866321
Juliusz Rómmel,3,-0.7901081471394352,-0.2633693823798117
Juliusz Zulauf,1,-1.0091892053409706,-1.0091892053409706
Justinian II,1,-1.0484331566698821,-1.0484331566698821
Justinus van Nassau,2,-0.12177988057151301,-0.060889940285756505
Justo José de Urquiza,1,0.9451603532238279,0.9451603532238279
Juwad Shitnah,1,-1.0705874953095091,-1.0705874953095091
János Damjanich,1,0.9476698952834983,0.9476698952834983
János Móga,1,-1.0553766056273757,-1.0553766056273757
János Pállfy,1,0.9276243586166648,0.9276243586166648
Józef Chłopicki,1,-0.07700067992788183,-0.07700067992788183
Józef Dowbor-Muśnicki,1,0.9610611077670571,0.9610611077670571
Józef Dwernicki,1,0.9284507843905835,0.9284507843905835
Józef Haller,2,1.8722585788893866,0.9361292894446933
Józef Piłsudski,2,1.8962653068205595,0.9481326534102797
Józef Poniatowski,3,-3.1396760342272563,-1.046558678075752
Józef Unrug,1,-1.0487924808923612,-1.0487924808923612
Józef Zajączek,2,-2.0873200891792996,-1.0436600445896498
József Alvinczi,2,-2.080409672712011,-1.0402048363560055
József Heszlényi,1,0.9262476443828341,0.9262476443828341
József Nagysándor,1,0.9458941305977324,0.9458941305977324
Jöns Månsson Ulfsparre,1,0.9513892946668584,0.9513892946668584
Jørgen Conrad de Falsen,1,-1.0455280021090452,-1.0455280021090452
Jørgen Rantzau,1,-1.0057355917168347,-1.0057355917168347
Jürgen Stroop,1,0.9509050710397869,0.9509050710397869
Jānis Puriņš (1889—1944),1,0.9382741135519294,0.9382741135519294
K M Shafiullah,1,0.7379384560772649,0.7379384560772649
K'alyaan,1,-1.0481881964820694,-1.0481881964820694
Kadan,1,0.9499840966902589,0.9499840966902589
Kaihime,1,-1.0224816186331285,-1.0224816186331285
Kaju Sugiura,2,-2.092968512985208,-1.046484256492604
Kakizaki Kageie,1,-0.04273672460213089,-0.04273672460213089
Kakuji Kakuta,3,-3.1271211319243952,-1.042373710641465
Kaloyan of Bulgaria,1,0.9389070856134607,0.9389070856134607
Kamal Gunaratne,2,1.9030976072527286,0.9515488036263643
Kameichiro Nagano,1,0.9753029791515119,0.9753029791515119
Kamiizumi Nobutsuna,1,-1.0485284189651425,-1.0485284189651425
Kamimura Hikonojō,2,1.8894689661031916,0.9447344830515958
Kan Michinaga,1,-1.067131698272205,-1.067131698272205
Kan Weiyong,1,-1.0803123077834271,-1.0803123077834271
Kanichiro Tashiro,3,-0.16884698015670369,-0.05628232671890123
Kara Ahmed Pasha,1,-1.0603016993096253,-1.0603016993096253
Kara Mustafa Pasha,1,-1.00412542884872,-1.00412542884872
Karaeng Galesong,1,0.9487181525671963,0.9487181525671963
Karađorđe,2,1.891264827534462,0.945632413767231
Kardam of Bulgaria,1,0.9515662103580564,0.9515662103580564
Kardarigan (7th century),1,-1.0231145906946597,-1.0231145906946597
Karel Doorman,3,-3.1477265195560795,-1.0492421731853598
"Karl August, Prince of Waldeck and Pyrmont",3,-3.2044415209518338,-1.0681471736506112
Karl Dönitz,2,-0.09442147731058748,-0.04721073865529374
Karl Eberhard Herwarth von Bittenfeld,1,0.9588457055516975,0.9588457055516975
Karl Friedrich von Steinmetz,2,1.8584994843537306,0.9292497421768653
Karl Jessen,1,-1.048001975653229,-1.048001975653229
Karl Lennart Oesch,1,0.9357422253058041,0.9357422253058041
Karl Mack von Leiberich,1,-1.0357740319252864,-1.0357740319252864
Karl Philipp Sebottendorf,1,-1.0459371455539404,-1.0459371455539404
Karl Philipp von Wrede,4,-0.14119543956652136,-0.03529885989163034
"Karl Philipp, Prince of Schwarzenberg",6,1.958057565958594,0.32634292765976564
Karl Wilhelm von Toll,1,0.9409375862302359,0.9409375862302359
Karl von Bülow,5,0.22781438990744496,0.04556287798148899
Karl von Einem,1,-1.0484331566698821,-1.0484331566698821
Karl von Fasbender,1,-1.0365652470022004,-1.0365652470022004
Karl von Müller,2,-0.09643544880914201,-0.048217724404571005
Karl von Tiedemann,1,-1.0411542944483025,-1.0411542944483025
Karl von Urban,1,-1.0476298121179877,-1.0476298121179877
Karol Ziemski,1,-1.0593522412173282,-1.0593522412173282
Kashmir Singh Katoch,1,-0.17593031808497717,-0.17593031808497717
Kaspar Kornelius Mortaigne de Potelles,2,1.8933219867344389,0.9466609933672194
Kassa Haile Darge,2,-2.0620534829276025,-1.0310267414638012
Katō Kiyomasa,4,1.7755669623920793,0.44389174059801983
Katō Mitsuyasu,1,0.9610611077670571,0.9610611077670571
Katō Yoshiaki,4,-0.2571360224211383,-0.06428400560528458
Keiji Shibazaki,1,-1.0494983095658055,-1.0494983095658055
Keith J. Stalder,1,0.9473414383333656,0.9473414383333656
Keith Park,1,1.2357797217970306,1.2357797217970306
Keller E. Rockey,1,0.8448368130125867,0.8448368130125867
Kemal Reis,2,1.9156467977520315,0.9578233988760158
Kennedy Simmonds,1,0.9491444592506376,0.9491444592506376
Kenneth Anderson (British Army officer),2,-0.14022553252672143,-0.07011276626336072
Kenzaburo Hara (admiral),1,0.9541555118601892,0.9541555118601892
Kerbogha,1,-1.0288113392484417,-1.0288113392484417
Kesago Nakajima,1,1.0072039766004797,1.0072039766004797
Kevork Chavush,1,0.9515662103580564,0.9515662103580564
Khadim Hussain Raja,1,-0.932916071926446,-0.932916071926446
Khaemweset,1,0.8992042240453507,0.8992042240453507
Khaled Mashal,2,-2.084523991111965,-1.0422619955559824
Khaled Mosharraf,1,0.7379384560772649,0.7379384560772649
Khalid bin Sultan,2,1.8060984366554222,0.9030492183277111
Khalid ibn al-Walid,14,10.580267796253109,0.7557334140180793
Khalifa Haftar,1,-1.0484337896419436,-1.0484337896419436
Khalil Sultan,1,0.9072584825368945,0.9072584825368945
Khamis Gaddafi,3,-1.1396033544279258,-0.3798677848093086
Khan Dowran VII,1,-1.0425404298172762,-1.0425404298172762
Khan Temir,2,-0.04148189092783461,-0.020740945463917304
Khawlah bint al-Azwar,1,0.9571050323824862,0.9571050323824862
Khaydhar ibn Kawus al-Afshin,1,0.9594786776132287,0.9594786776132287
Khem Karan Singh,2,1.6894837384383719,0.8447418692191859
Khorloogiin Choibalsan,1,1.071225012680893,1.071225012680893
Khumarawayh ibn Ahmad ibn Tulun,1,0.9294125046904909,0.9294125046904909
Khunkar-Pasha Israpilov,1,-1.0470092860174673,-1.0470092860174673
Khuzaima ibn Thabit,1,0.9452368062287739,0.9452368062287739
Kikkawa Hiroie,1,-1.0421037525405996,-1.0421037525405996
